,unit,cluster_label,story_id
24463,A tramp goes plodding through a forest .,125,1501
24464,The tramp sees a cottage with lights on .,4613,1501
24465,An old woman comes out of the cottage .,3719,1501
24466,The tramp meets the old woman and starts a conversation .,1037,1501
24467,The old woman refuses to let the tramp stay .,2582,1501
24468,The tramp persists in begging and praying for shelter .,3366,1501
24469,The old woman begrudgingly lets the tramp lie on the floor for the night .,2769,1501
24470,The tramp discovers the old woman is not as poor as she claimed .,1037,1501
24471,The tramp asks the old woman for something to eat .,1037,1501
24472,The old woman tries to get the tramp to leave again .,4673,1501
24473,The tramp convinces the old woman to give him a pot .,2806,1501
24474,"The tramp claims to make ' nail broth ' with the pot , and the old woman is surprised .",2806,1501
24475,The tramp convinces the old woman to fetch flour and potatoes to add to the broth .,2806,1501
24476,The tramp and the old woman have a grand feast together .,6364,1501
24477,The old woman gives the tramp a bright dollar piece and thanks him for teaching her how to make ' nail broth ' .,2806,1501
24478,"The tramp leaves the cottage , feeling happy to have met the old woman .",4613,1501
24479,A person arrives somewhere .,1348,1502
24480,They spend the first day without any notable event .,3884,1502
24481,"The next day passes without an event , just like the first one .",3884,1502
24482,They continue waiting until evening on the third day .,2744,1502
24483,"They decide to leave , thinking it 's hopeless .",4310,1502
24484,A stranger approaches them on the bridge .,3846,1502
24485,The stranger notes the person has been waiting there for three days .,386,1502
24486,The person claims they 're not waiting for anyone .,2988,1502
24487,The stranger asks for the reason behind their presence .,2051,1502
24488,The person shares their reason and a recurring dream .,1748,1502
24489,The stranger advises the person to return home .,1898,1502
24490,The person dismisses their own dream after the stranger shares one .,1748,1502
24491,The cobbler returns home and finds a connection to the stranger 's story .,4112,1502
24492,The person immediately digs under the apple tree .,3548,1502
24493,They find a pot of gold .,188,1502
24494,The person increases their fortune and sends their son to school .,1192,1502
24495,"The son has some learning experience , which they apply later .",1192,1502
24496,The person and their son discover more gold after deciphering an inscription .,1235,1502
24497,Oldest and second brothers want to kill the youngest brother .,447,1503
24498,The oldest and second brothers trick the youngest brother into getting into a sack .,6236,1503
24499,The sack is taken to the sea .,2130,1503
24500,The oldest and second brothers stop at a tavern for a drink .,24,1503
24501,A stranger arrives at the tavern with sheep .,1215,1503
24502,The youngest brother is forced to leave the tavern and the stranger takes his place .,24,1503
24503,The stranger is thrown into the sea .,2130,1503
24504,The youngest brother returns home with the stranger 's sheep .,4576,1503
24505,The oldest and second brothers find out that their youngest brother is back home .,4880,1503
24506,The youngest brother tricks the oldest and second brothers into getting into sacks .,6236,1503
24507,The sacks are taken to the sea .,2130,1503
24508,The oldest brother is thrown into the sea by the youngest brother .,509,1503
24509,The second brother is thrown into the sea by the youngest brother .,509,1503
24510,The youngest brother returns home .,4880,1503
24511,A kayaker rows in a new area .,2325,1504
24512,The kayaker discovers the ocean floor close to the kayak .,5121,1504
24513,The kayaker recalls a legend about the ocean - spider .,5121,1504
24514,The kayaker sees a monstrous eye .,2325,1504
24515,More eyes appear nearby the first one .,6231,1504
24516,The kayaker attempts to leave the area .,2320,1504
24517,A gap is revealed while the kayaker moves away .,2320,1504
24518,Animals and birds of the mountains meet to discuss the famine .,4892,1505
24519,Animals and birds of the mountains decide to send a messenger .,4129,1505
24520,"PERSON , the messenger , is sent to the low country .",5021,1505
24521,The PERSON returns from her journey .,575,1505
24522,The PERSON reports her findings to the animals and birds .,728,1505
24523,Animals and birds of the mountains learn of a food - rich country in the lowlands .,4129,1505
24524,Animals and birds of the mountains plan a mass migration down to the low country .,4129,1505
24525,Animals and birds of the mountains prepare to leave the mountains .,4129,1505
24526,Animals and birds of the mountains form a large group to move together .,4129,1505
24527,The large group of animals and birds begins their migration to the low country .,4129,1505
24528,Girls are taught witchcraft by their families,287,1506
24529,Girls marry a bonga husband,4644,1506
24530,Wives send a bonga woman as a substitute,4644,1506
24531,The bonga woman has the same appearance as the wife,4644,1506
24532,The bonga woman has the same voice as the wife,4644,1506
24533,Wives visit the bonga husband,4644,1506
24534,Husbands visit their wives ' substitute women,2499,1506
24535,The bonga woman is discovered by being burned,4644,1506
24536,The bonga woman flees if burned,4644,1506
24537,Men disappear one by one at a wintering place,1076,1507
24538,Two young lads are left,3138,1507
24539,The lads roam around and find a mountain,4273,1507
24540,The mountain is continually turning round,3454,1507
24541,The mountain has a bloody side,217,1507
24542,One youth tries to climb the bloody path,3906,1507
24543,The youth falls down and dies,116,1507
24544,The other youth waits for the bloody side to turn away,3906,1507
24545,The youth climbs the mountain to reach the summit,5912,1507
24546,The youth finds a house on the mountain,5912,1507
24547,The youth meets a man living in the house,4046,1507
24548,The man lives by hunting eider - ducks,183,1507
24549,The youth helps the man for some time,410,1507
24550,The youth returns home safely,2641,1507
24551,A man comes to a village in fine black robes,6198,1508
24552,Rice - beer is brewed in the village,2543,1508
24553,The man is given rice - beer to drink,2543,1508
24554,The man becomes joyful,5941,1508
24555,The man dances,950,1508
24556,The man exits the house,4487,1508
24557,The man returns to the house with dung in his mouth,5969,1508
24558,The man puts the dung in the alcove,5969,1508
24559,The master of the house becomes angry,3589,1508
24560,The master of the house beats the man,3589,1508
24561,The man transforms into a crow,215,1508
24562,The man ( now crow ) flies out of the house,230,1508
24563,The man ( now crow ) escapes through the window making a loud noise,230,1508
24564,A Citroen 2 CV enters the parking space from one side .,2411,1509
24565,A Mercedes Benz enters the parking space from the other side .,2411,1509
24566,The Citroen 2 CV driver gets out of the car .,3897,1509
24567,The Citroen 2 CV driver comments on the advantages of a small car .,364,1509
24568,The Mercedes Benz driver pushes the Citroen 2 CV into the canal .,2411,1509
24569,The Mercedes Benz driver comments on the advantages of a big car .,364,1509
24570,God wanders over the world .,204,1510
24571,God looks at creation with admiration .,1741,1510
24572,God comes to a new location .,483,1510
24573,The local inhabitants make a respectful greeting .,3521,1510
24574,The inhabitants compliment God on creation .,1741,1510
24575,God enters a new location .,483,1510
24576,The local inhabitants express gratitude to God .,1741,1510
24577,An inhabitant approaches God .,878,1510
24578,The inhabitant speaks disrespectfully to God .,1824,1510
24579,The inhabitant tells God to leave .,1824,1510
24580,Two cousins love each other .,2844,1511
24581,One cousin is annoyed by the other 's success .,3699,1511
24582,The cousin with success moves away .,2844,1511
24583,He has a son who does something impressive .,1192,1511
24584,His son tries to catch a seal but fails .,666,1511
24585,His son trains a dog to tear people apart .,6166,1511
24586,The dog is fed human - bone food .,379,1511
24587,The dog devours several travellers .,4504,1511
24588,Cousin and his son attack the dog .,3699,1511
24589,"Cousin , son , and dog fight together .",3699,1511
24590,Cousin and his son kill the dog .,3699,1511
24591,The Jack - rabbit and the Cottontail rabbit live in different locations .,1408,1512
24592,"Clouds gather , prompting the PERSON - rabbit and the Cottontail to go outside .",2291,1512
24593,The Jack - rabbit and the Cottontail start singing .,3863,1512
24594,The Jack - rabbit sings for snow .,814,1512
24595,The Cottontail sings for rain .,2819,1512
24596,The Jack - rabbit and the PERSON sing different songs .,3863,1512
24597,Their songs result in snow falling and rain falling .,2819,1512
24598,The Jack - rabbit exhibits different behavior when it snows .,814,1512
24599,The PERSON exhibits different behavior when it rains .,928,1512
24600,A king addresses another person to provide encouragement .,1254,1513
24601,The king shares his own past struggles .,1337,1513
24602,"The king mentions being on ' ashore ' , implying success .",783,1513
24603,A backsliding monk wins the title of Arahatship .,4849,1513
24604,Hunters go out in a boat .,1067,1514
24605,Hunters find a herd of walrus sleeping on the ice .,1477,1514
24606,The ice is not solid .,383,1514
24607,"The boat strikes against small pieces of ice , making a noise .",383,1514
24608,The walrus are sleeping .,1477,1514
24609,The hunter makes an incantation .,1179,1514
24610,The hunter puts the walrus ' ears on an iron pan .,1027,1514
24611,The hunter says an incantation about not being able to hear the noise .,1179,1514
24612,The hunters can approach the walrus .,1477,1514
24613,The hunters catch all the walrus .,1027,1514
24614,Old man meets ingnersuak,5313,1515
24615,Ingnersuak invites old man to his house,5313,1515
